DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRSDepTime,DepartureDelay,DepDelay15,TaxiInTime,ArrivalDelay,CRSDuration,ActualDuration,ActualAirTime,DISTANCE,DepDelayOver15,ArrDelayOver15,DiffActualCRSDiration
17,4,4/17/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-4,0,6,-16,119,107,93,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
17,4,4/17/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,0,0,8,0,115,115,97,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
17,4,4/17/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1245,0,0,8,-1,112,111,90,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
17,4,4/17/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1000,-11,0,7,-20,115,106,89,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
17,4,4/17/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2020,-4,0,6,-6,116,114,96,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
17,4,4/17/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-8,0,6,-14,124,118,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1937,-6,0,7,-32,137,111,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-26
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1327,-5,0,6,-10,133,128,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1645,-4,0,5,-29,133,108,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-25
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1105,1,0,6,-14,131,116,89,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-15
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",746,2,0,7,-14,131,115,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-16
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,-5,0,10,-24,130,111,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-19
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2058,-4,0,25,-1,125,128,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",600,-4,0,9,-15,131,120,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,0,0,6,-14,131,117,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
17,4,4/17/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2233,-9,0,6,-25,126,110,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-16
17,4,4/17/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-5,0,11,-14,120,111,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
17,4,4/17/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-2,0,7,-13,120,109,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-11
17,4,4/17/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,-4,0,6,-12,125,117,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
17,4,4/17/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2025,-1,0,3,-15,120,106,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
17,4,4/17/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1735,7,0,6,-1,115,107,91,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
17,4,4/17/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-3,0,4,-21,125,107,94,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-18
17,4,4/17/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1400,0,0,5,-9,115,106,93,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
17,4,4/17/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1100,-3,0,7,-12,115,106,88,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
17,4,4/17/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",905,7,0,20,3,120,116,90,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
17,4,4/17/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1915,1,0,5,-15,120,104,92,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-16
17,4,4/17/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",715,-4,0,5,-18,125,111,98,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
17,4,4/17/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2000,48,1,6,26,130,108,96,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-22
17,4,4/17/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",1230,-6,0,6,-18,125,113,98,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
18,5,4/18/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1725,-3,0,5,-5,121,119,102,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-4,0,4,-7,116,113,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
18,5,4/18/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1005,-11,0,9,-4,120,127,109,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,7
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,-4,0,3,-17,129,116,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-11,0,6,-8,122,125,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
18,5,4/18/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",735,-4,0,4,-1,119,122,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,3
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1600,-5,0,7,2,120,127,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,7
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1925,-14,0,7,-8,117,123,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-4,0,4,-2,120,122,103,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
18,5,4/18/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-7,0,8,3,119,129,110,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,10
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1400,-7,0,5,-13,129,123,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
18,5,4/18/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1845,-8,0,5,-6,120,122,105,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
18,5,4/18/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1540,-7,0,5,-6,119,120,106,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
18,5,4/18/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-5,0,7,-6,119,118,101,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
18,5,4/18/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,29,1,9,29,115,115,97,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,0
18,5,4/18/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1245,1,0,6,2,112,113,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,1
18,5,4/18/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1000,-7,0,7,-5,115,117,100,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2020,-9,0,6,-7,116,118,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
18,5,4/18/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-12,0,4,-12,124,124,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",600,-7,0,4,-13,131,125,106,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-7,0,5,-1,131,137,109,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1538,17,1,5,15,131,129,99,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-2
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1937,-5,0,6,-23,137,119,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-18
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1327,-1,0,6,-13,133,121,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1645,-5,0,7,-15,133,123,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1105,-1,0,7,-4,131,128,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2058,30,1,6,25,126,121,96,679,Departure Delay more than 15 min,Arrival Delay more than 15 min,-5
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",746,3,0,6,-7,131,121,104,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2233,1,0,4,-9,127,117,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-10
18,5,4/18/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,4,0,8,-5,130,121,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
18,5,4/18/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-4,0,6,6,120,130,107,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,10
18,5,4/18/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-3,0,3,-6,120,117,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
18,5,4/18/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1605,-8,0,4,-13,125,120,100,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
18,5,4/18/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2025,-4,0,6,-4,120,120,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
18,5,4/18/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",715,-1,0,4,-6,125,120,108,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
18,5,4/18/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",2000,-1,0,4,-15,130,116,105,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
18,5,4/18/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",1230,-7,0,5,-11,125,121,109,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
18,5,4/18/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1735,4,0,5,-1,115,110,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
18,5,4/18/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",620,5,0,7,3,125,123,106,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
18,5,4/18/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1400,3,0,4,0,115,112,101,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
18,5,4/18/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1100,-3,0,6,2,115,120,102,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
18,5,4/18/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",905,-5,0,6,-5,120,120,104,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
18,5,4/18/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1915,12,0,6,3,120,111,97,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-9
19,6,4/19/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1725,240,1,7,232,121,113,98,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-8
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-4,0,5,-5,116,115,94,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
19,6,4/19/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1005,-7,0,9,2,120,129,105,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1255,-7,0,6,-8,129,128,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-6,0,7,-10,122,118,95,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
19,6,4/19/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",735,-14,0,6,-16,119,117,97,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1600,-11,0,5,-16,120,115,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-5
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1925,-2,0,5,4,117,123,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,6
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",700,-7,0,8,-10,120,117,92,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
19,6,4/19/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",630,-8,0,5,-11,119,116,98,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1400,-8,0,5,-22,129,115,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-14
19,6,4/19/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1540,-9,0,8,-7,119,121,105,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,2
19,6,4/19/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",620,-8,0,8,-9,119,118,93,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
19,6,4/19/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1845,25,1,7,21,115,111,96,671,Departure Delay more than 15 min,Arrival Delay more than 15 min,-4
19,6,4/19/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1245,1,0,6,1,112,112,97,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
19,6,4/19/14,AS,OAK,"Oakland, CA",SEA,"Seattle, WA",1000,-7,0,13,2,115,124,103,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,9
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2020,-12,0,7,-8,116,120,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,4
19,6,4/19/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-7,0,6,-9,124,122,99,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-2
19,6,4/19/14,OO,SFO,"San Francisco, CA",SEA,"Seattle, WA",1045,-5,0,6,0,131,136,101,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,5
19,6,4/19/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",600,-7,0,4,-20,131,118,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-13
19,6,4/19/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",2233,16,1,4,9,126,119,97,679,Departure Delay more than 15 min,Arrival Delay 15 min or less,-7
19,6,4/19/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1800,-6,0,5,-28,137,115,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-22
19,6,4/19/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1005,0,0,11,-1,130,129,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
19,6,4/19/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",746,4,0,4,-21,131,106,91,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-25
19,6,4/19/14,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",1317,4,0,5,-13,134,117,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-17
19,6,4/19/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",1155,-5,0,4,-9,120,116,98,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
19,6,4/19/14,VX,SFO,"San Francisco, CA",SEA,"Seattle, WA",2025,-6,0,9,-6,120,120,102,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,0
19,6,4/19/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1045,-3,0,5,-7,115,111,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
19,6,4/19/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",905,2,0,7,-1,115,112,96,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
19,6,4/19/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1705,5,0,6,-7,120,108,96,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
19,6,4/19/14,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",1430,-2,0,4,-6,115,111,98,671,Departure Delay 15 min or less,Arrival Delay 15 min or less,-4
19,6,4/19/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",1810,91,1,8,88,130,127,110,697,Departure Delay more than 15 min,Arrival Delay more than 15 min,-3
19,6,4/19/14,WN,SJC,"San Jose, CA",SEA,"Seattle, WA",825,0,0,4,-12,125,113,101,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-12
20,7,4/20/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1725,-9,0,7,-16,121,114,99,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-7
20,7,4/20/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",2100,-5,0,3,-8,116,113,90,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-3
20,7,4/20/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",1005,-7,0,8,-8,120,119,102,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-1
20,7,4/20/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",915,-4,0,10,3,122,129,97,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,7
20,7,4/20/14,AS,SJC,"San Jose, CA",SEA,"Seattle, WA",735,-10,0,3,-16,119,113,99,697,Departure Delay 15 min or less,Arrival Delay 15 min or less,-6
20,7,4/20/14,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",1600,-6,0,4,-14,120,112,93,679,Departure Delay 15 min or less,Arrival Delay 15 min or less,-8
